Category,Year,Title,Venue,PDF,File
fl in top dm conference and journal,2022,"FederatedScope-GNN: Towards a Unified, Comprehensive and Efficient Platform for Federated Graph Learning :fire:",KDD (Best Paper Award),https://arxiv.org/pdf/2204.05562.pdf,"AwesomeFL_PDF/fl in top dm conference and journal/2022_FederatedScope-GNN: Towards a Unified, Comprehensive and Efficient Platform for Federated .pdf"
fl in top dm conference and journal,2022,Felicitas: Federated Learning in Distributed Cross Device Collaborative Frameworks,KDD,https://arxiv.org/pdf/2202.08036.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2022_Felicitas: Federated Learning in Distributed Cross Device Collaborative Frameworks.pdf
fl in top dm conference and journal,2022,No One Left Behind: Inclusive Federated Learning over Heterogeneous Devices,KDD,https://arxiv.org/pdf/2202.08036.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2022_No One Left Behind: Inclusive Federated Learning over Heterogeneous Devices.pdf
fl in top dm conference and journal,2022,FedAttack: Effective and Covert Poisoning Attack on Federated Recommendation via Hard Sampling,KDD,https://arxiv.org/pdf/2202.04975.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2022_FedAttack: Effective and Covert Poisoning Attack on Federated Recommendation via Hard Samp.pdf
fl in top dm conference and journal,2022,PipAttack: Poisoning Federated Recommender Systems for Manipulating Item Promotion,WSDM,https://arxiv.org/pdf/2110.10926.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2022_PipAttack: Poisoning Federated Recommender Systems for Manipulating Item Promotion.pdf
fl in top dm conference and journal,2021,Fed2: Feature-Aligned Federated Learning,KDD,https://arxiv.org/pdf/2111.14248.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2021_Fed2: Feature-Aligned Federated Learning.pdf
fl in top dm conference and journal,2021,AsySQN: Faster Vertical Federated Learning Algorithms with Better Computation Resource Utilization,KDD,https://arxiv.org/pdf/2109.12519.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2021_AsySQN: Faster Vertical Federated Learning Algorithms with Better Computation Resource Uti.pdf
fl in top dm conference and journal,2021,FLOP: Federated Learning on Medical Datasets using Partial Networks,KDD,https://arxiv.org/pdf/2102.05218.pdf.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2021_FLOP: Federated Learning on Medical Datasets using Partial Networks.pdf
fl in top dm conference and journal,2020,Federated Doubly Stochastic Kernel Learning for Vertically Partitioned Data,KDD,https://arxiv.org/pdf/2008.06197.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2020_Federated Doubly Stochastic Kernel Learning for Vertically Partitioned Data.pdf
fl in top secure conference and journal,2023,Turning Privacy-preserving Mechanisms against Federated Learning,CCS,https://arxiv.org/pdf/2305.05355.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2023_Turning Privacy-preserving Mechanisms against Federated Learning.pdf
fl in top secure conference and journal,2023,martFL: Enabling Utility-Driven Data Marketplace with a Robust and Verifiable Federated Learning Architecture,CCS,https://arxiv.org/pdf/2309.01098.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2023_martFL: Enabling Utility-Driven Data Marketplace with a Robust and Verifiable Federated Le.pdf
fl in top secure conference and journal,2023,Unraveling the Connections between Privacy and Certified Robustness in Federated Learning Against Poisoning Attacks,CCS,https://arxiv.org/pdf/2209.04030.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2023_Unraveling the Connections between Privacy and Certified Robustness in Federated Learning .pdf
fl in top secure conference and journal,2023,Every Vote Counts: Ranking-Based Training of Federated Learning to Resist Poisoning Attacks,USENIX Security,https://arxiv.org/pdf/2110.04350.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2023_Every Vote Counts: Ranking-Based Training of Federated Learning to Resist Poisoning Attack.pdf
fl in top secure conference and journal,2023,Gradient Obfuscation Gives a False Sense of Security in Federated Learning,USENIX Security,https://arxiv.org/pdf/2206.04055.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2023_Gradient Obfuscation Gives a False Sense of Security in Federated Learning.pdf
fl in top secure conference and journal,2023,FedVal: Different good or different bad in federated learning,USENIX Security,https://arxiv.org/pdf/2306.04040.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2023_FedVal: Different good or different bad in federated learning.pdf
fl in top secure conference and journal,2023,Securing Federated Sensitive Topic Classification against Poisoning Attacks,NDSS,https://arxiv.org/pdf/2201.13086.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2023_Securing Federated Sensitive Topic Classification against Poisoning Attacks.pdf
fl in top secure conference and journal,2023,PPA: Preference Profiling Attack Against Federated Learning,NDSS,https://arxiv.org/pdf/2202.04856.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2023_PPA: Preference Profiling Attack Against Federated Learning.pdf
fl in top secure conference and journal,2023,Turning Privacy-preserving Mechanisms against Federated Learning,CCS,https://arxiv.org/pdf/2305.05355.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2023_Turning Privacy-preserving Mechanisms against Federated Learning.pdf
fl in top secure conference and journal,2022,CERBERUS: Exploring Federated Prediction of Security Events,CCS,https://arxiv.org/pdf/2209.03050.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2022_CERBERUS: Exploring Federated Prediction of Security Events.pdf
fl in top secure conference and journal,2022,EIFFeL: Ensuring Integrity for Federated Learning,CCS,https://arxiv.org/pdf/2112.12727.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2022_EIFFeL: Ensuring Integrity for Federated Learning.pdf
fl in top secure conference and journal,2022,Eluding Secure Aggregation in Federated Learning via Model Inconsistency,CCS,https://arxiv.org/pdf/2111.07380.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2022_Eluding Secure Aggregation in Federated Learning via Model Inconsistency.pdf
fl in top secure conference and journal,2022,Federated Boosted Decision Trees with Differential Privacy,CCS,https://arxiv.org/pdf/2210.02910.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2022_Federated Boosted Decision Trees with Differential Privacy.pdf
fl in top secure conference and journal,2023,FedRecover: Recovering from Poisoning Attacks in Federated Learning using Historical Information,S&P,https://arxiv.org/pdf/2210.10936.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2023_FedRecover: Recovering from Poisoning Attacks in Federated Learning using Historical Infor.pdf
fl in top secure conference and journal,2023,Scalable and Privacy-Preserving Federated Principal Component Analysis,S&P,https://arxiv.org/pdf/2304.00129.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2023_Scalable and Privacy-Preserving Federated Principal Component Analysis.pdf
fl in top secure conference and journal,2023,BayBFed: Bayesian Backdoor Defense for Federated Learning,S&P,https://arxiv.org/pdf/2301.09508.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2023_BayBFed: Bayesian Backdoor Defense for Federated Learning.pdf
fl in top secure conference and journal,2023,RoFL: Robustness of Secure Federated Learning.,S&P,https://arxiv.org/pdf/2107.03311.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2023_RoFL: Robustness of Secure Federated Learning..pdf
fl in top secure conference and journal,2023,"Private, Efficient, and Accurate: Protecting Models Trained by Multi-party Learning with Differential Privacy",S&P,https://arxiv.org/pdf/2208.08662.pdf,"AwesomeFL_PDF/fl in top secure conference and journal/2023_Private, Efficient, and Accurate: Protecting Models Trained by Multi-party Learning with D.pdf"
fl in top secure conference and journal,2022,FLAME: Taming Backdoors in Federated Learning,USENIX Security,https://arxiv.org/pdf/2101.02281.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2022_FLAME: Taming Backdoors in Federated Learning.pdf
fl in top secure conference and journal,2022,Local and Central Differential Privacy for Robustness and Privacy in Federated Learning,NDSS,https://arxiv.org/pdf/2009.03561.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2022_Local and Central Differential Privacy for Robustness and Privacy in Federated Learning.pdf
fl in top secure conference and journal,2022,DeepSight: Mitigating Backdoor Attacks in Federated Learning Through Deep Model Inspection,NDSS,https://arxiv.org/pdf/2201.00763.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2022_DeepSight: Mitigating Backdoor Attacks in Federated Learning Through Deep Model Inspection.pdf
fl in top secure conference and journal,2021,Private Hierarchical Clustering in Federated Networks,CCS,https://arxiv.org/pdf/2105.09057.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2021_Private Hierarchical Clustering in Federated Networks.pdf
fl in top secure conference and journal,2021,FLTrust: Byzantine-robust Federated Learning via Trust Bootstrapping,NDSS,https://arxiv.org/pdf/2012.13995.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2021_FLTrust: Byzantine-robust Federated Learning via Trust Bootstrapping.pdf
fl in top secure conference and journal,2020,Local Model Poisoning Attacks to Byzantine-Robust Federated Learning,USENIX Security,https://arxiv.org/pdf/1911.11815.pdf,AwesomeFL_PDF/fl in top secure conference and journal/2020_Local Model Poisoning Attacks to Byzantine-Robust Federated Learning.pdf
fl in top cv conference and journal,2024,FedHCA2: Towards Hetero-Client Federated Multi-Task Learning,CVPR,https://arxiv.org/pdf/2311.13250.pdf,AwesomeFL_PDF/fl in top cv conference and journal/2024_FedHCA2: Towards Hetero-Client Federated Multi-Task Learning.pdf
fl in top cv conference and journal,2024,Fair Federated Learning under Domain Skew with Local Consistency and Domain Diversity,CVPR,http://arxiv.org/pdf/2405.16585.pdf,AwesomeFL_PDF/fl in top cv conference and journal/2024_Fair Federated Learning under Domain Skew with Local Consistency and Domain Diversity.pdf
fl in top cv conference and journal,2024,Think Twice Before Selection: Federated Evidential Active Learning for Medical Image Analysis with Domain Shifts,CVPR,http://arxiv.org/pdf/2312.02567.pdf,AwesomeFL_PDF/fl in top cv conference and journal/2024_Think Twice Before Selection: Federated Evidential Active Learning for Medical Image Analy.pdf
fl in top cv conference and journal,2024,FedMef: Towards Memory-efficient Federated Dynamic Pruning,CVPR,http://arxiv.org/pdf/2403.14737.pdf,AwesomeFL_PDF/fl in top cv conference and journal/2024_FedMef: Towards Memory-efficient Federated Dynamic Pruning.pdf
fl in top cv conference and journal,2024,Communication-Efficient Federated Learning with Accelerated Client Gradient,CVPR,http://arxiv.org/pdf/2201.03172.pdf,AwesomeFL_PDF/fl in top cv conference and journal/2024_Communication-Efficient Federated Learning with Accelerated Client Gradient.pdf
fl in top cv conference and journal,2024,Towards Efficient Replay in Federated Incremental Learning,CVPR,http://arxiv.org/pdf/2403.05890.pdf,AwesomeFL_PDF/fl in top cv conference and journal/2024_Towards Efficient Replay in Federated Incremental Learning.pdf
fl in top cv conference and journal,2024,Mixed-Precision Quantization for Federated Learning on Resource-Constrained Heterogeneous Devices,CVPR,http://arxiv.org/pdf/2311.18129.pdf,AwesomeFL_PDF/fl in top cv conference and journal/2024_Mixed-Precision Quantization for Federated Learning on Resource-Constrained Heterogeneous .pdf
fl in top cv conference and journal,2024,Data Valuation and Detections in Federated Learning,CVPR,http://arxiv.org/pdf/2311.05304.pdf,AwesomeFL_PDF/fl in top cv conference and journal/2024_Data Valuation and Detections in Federated Learning.pdf
fl in top cv conference and journal,2024,Decentralized Directed Collaboration for Personalized Federated Learning,CVPR,http://arxiv.org/pdf/2405.17876.pdf,AwesomeFL_PDF/fl in top cv conference and journal/2024_Decentralized Directed Collaboration for Personalized Federated Learning.pdf
fl in top cv conference and journal,2024,Unlocking the Potential of Prompt-Tuning in Bridging Generalized and Personalized Federated Learning,CVPR,http://arxiv.org/pdf/2310.18285.pdf,AwesomeFL_PDF/fl in top cv conference and journal/2024_Unlocking the Potential of Prompt-Tuning in Bridging Generalized and Personalized Federate.pdf
fl in top cv conference and journal,2024,Global and Local Prompts Cooperation via Optimal Transport for Federated Learning,CVPR,http://arxiv.org/pdf/2403.00041.pdf,AwesomeFL_PDF/fl in top cv conference and journal/2024_Global and Local Prompts Cooperation via Optimal Transport for Federated Learning.pdf
fl in top cv conference and journal,2024,Rethinking the Representation in Federated Unsupervised Learning with Non-IID Data,CVPR,http://arxiv.org/pdf/2403.16398.pdf,AwesomeFL_PDF/fl in top cv conference and journal/2024_Rethinking the Representation in Federated Unsupervised Learning with Non-IID Data.pdf
fl in top cv conference and journal,2024,Relaxed Contrastive Learning for Federated Learning,CVPR,http://arxiv.org/pdf/2401.04928.pdf,AwesomeFL_PDF/fl in top cv conference and journal/2024_Relaxed Contrastive Learning for Federated Learning.pdf
fl in top cv conference and journal,2024,Leak and Learn: An Attacker's Cookbook to Train Using Leaked Data from Federated Learning,CVPR,https://arxiv.org/pdf/2403.18144.pdf,AwesomeFL_PDF/fl in top cv conference and journal/2024_Leak and Learn: An Attacker's Cookbook to Train Using Leaked Data from Federated Learning.pdf
fl in top cv conference and journal,2024,Federated Online Adaptation for Deep Stereo,CVPR,http://arxiv.org/pdf/2405.14873.pdf,AwesomeFL_PDF/fl in top cv conference and journal/2024_Federated Online Adaptation for Deep Stereo.pdf
fl in top cv conference and journal,2024,Federated Generalized Category Discovery,CVPR,https://arxiv.org/pdf/2305.14107.pdf,AwesomeFL_PDF/fl in top cv conference and journal/2024_Federated Generalized Category Discovery.pdf
fl in top cv conference and journal,2024,Efficiently Assemble Normalization Layers and Regularization for Federated Domain Generalization,CVPR,https://arxiv.org/pdf/2403.15605.pdf,AwesomeFL_PDF/fl in top cv conference and journal/2024_Efficiently Assemble Normalization Layers and Regularization for Federated Domain Generali.pdf
fl in top cv conference and journal,2024,Text-Enhanced Data-free Approach for Federated Class-Incremental Learning,CVPR,http://arxiv.org/pdf/2403.14101.pdf,AwesomeFL_PDF/fl in top cv conference and journal/2024_Text-Enhanced Data-free Approach for Federated Class-Incremental Learning.pdf
